	text	label
1550	It makes a wide range of mobile devices with services and software that enable people to experience music , navigation , video , television , imaging , games and business mobility 	neutral
2576	Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index 	neutral
803	Finnish construction group Lemmink+ñinen has been awarded two road building contracts by the Lithuanian transport administration 	positive
1534	In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 	neutral
4374	According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition 	negative
4425	The acquisition of +àlandsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn 	negative
4238	SWOT analysis is just one method of categorization and has its own weaknesses 	neutral
1767	This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody 	positive
247	Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 	positive
4535	Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume 	negative
3314	The parties have therefore agreed to leave Avena out of the deal 	neutral
2909	Following the move , Stora Enso holding in NewPage will remain unchanged 	neutral
2366	A total of 185 Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch -« HMI software , IndustrialSQL Server historian , Wonderware Information Server , DT Analyst software or QI Analyst SPC software 	neutral
1056	Medical Devices - Russia This brand-new market analysis gives a clear overview of the actual situation and future outlook of the medical device market in Russia 	neutral
3726	Profit after taxes totaled EUR 12.1 mn 	neutral
1441	This beauty is an updated version of her chichi loop shade launched in 2001 	neutral
4816	Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 	negative
647	For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 	positive
746	`` The Government has had a very professional approach in assessing the offer 	positive
600	We hope to increase traffic volumes with the opening of Freight One Scandinavia . '	positive
3134	Stora Enso Oyj , the largest papermaker , in October said it would close four mills 	negative
1779	Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F 	positive
2495	Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola 	neutral
3678	Most of the new substations support EDGE technology , which enables faster data traffic 	neutral
3120	Simultaneously , Alma Media has purchased a 35 % share of Arena Interactive , a subsidiary of Arena Partners with a focus on mobile solutions development 	neutral
2594	The chain is to unite 45-50 centres by the end of 2008 	neutral
4255	The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 	neutral
536	With this subscription , Fortum 's ownership in TGK-10 has increased to slightly over 76 % of shares and voting rights 	neutral
1652	The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices 	neutral
11	STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups 	positive
4182	Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up 	neutral
4044	Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 	negative
1138	A quick `` one-stop-shop '' to understand the company 	neutral
4611	Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % 	neutral
1776	Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US 	positive
1189	CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region 	neutral
1611	The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below 	neutral
1076	Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system 	neutral
929	`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing 	positive
4555	HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports 	negative
4479	According to Rautaruukki , the company wants to promote the use of emission-free energy sources 	neutral
3897	The result before taxes was a loss of 25.0 million euros 	neutral
2534	Oriola-KD expects its invoicing in 2008 to be higher than the comparable invoicing of 2007 	positive
1105	The report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors 	positive
1278	Linde acts responsibly towards its shareholders , business partners , employees , society and the environment - in every one of its business areas , regions and locations across the globe 	neutral
4605	ASPOCOMP GROUP OYJ STOCK EXCHANGE RELEASE December 15 , 2006 at 4:50 PM According to the disclosure received today by Aspocomp Group Oyj , the share of Henrik Nyberg in Aspocomp Group Oyj 's share capital and votes has decreased below 5 percent 	neutral
1770	We now have both the opportunity and the responsibility to create a new journalistic culture to serve the readers of Alma Media 's newspapers , `` says Hannu Ollikainen , head of the new Helsinki desk 	neutral
3095	Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml 	neutral
2289	mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 	positive
2431	Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space 	neutral
1664	The upgraded factory is scheduled to come on stream in the summer of 2008 	neutral
